matureform	total copies	mmuxrno_Neurobl-NG-dcAMP,mmuxrno_Neurobl-NG-norm,mmuxrno_Neurobl-NG-RA,mmu_Adipo-diff,mmu_Adipo-undiff,mmu_Alpha-pancreas-TC1,mmu_B-cell-K1-Tg-naive,mmu_B-cell-K2-Tg-anergic,mmu_B-cell-K4-WT,mmu_B-cell-spleen-IL4LPS24h,mmu_B-cell-spleen-IL4LPS48h,mmu_B-cell-spleen-IL4LPS72h,mmu_B-cell-spleen-IL4LPS8h,mmu_B-cell-spleen-unstim,mmu_B-lymphoma-A20_NP,mmu_B-lymphoma-A20_OP,mmu_B-lymphoma-S11,mmu_B-lymphoma-S11E,mmu_Beta-pancreas-MIN6,mmu_Brain-FMR-KO,mmu_Brain-WT,mmu_Cerebellum,mmu_Colon,mmu_Cortex,mmu_DC-GCSF,mmu_DC-unstim,mmu_Embryo-E11,mmu_Embryo-E12,mmu_Embryonic-kidney,mmu_ESC-fem,mmu_ESC-WT-frac-21,mmu_Eye,mmu_Fibrobl-3T12-20,mmu_Fibrobl-3T12-200,mmu_Fibrobl-3T12-MuHV,mmu_Fibrobl-MEF-HSV1-12h,mmu_Fibrobl-MEF-HSV1-6h,mmu_Fibrobl-MEF-HSV2-12h,mmu_Fibrobl-MEF-mock,mmu_Glomeruli,mmu_Heart,mmu_Hippocamp-HT22,mmu_Kidney,mmu_Kidney-collecting-duct,mmu_Liver,mmu_Lung,mmu_Midbrain,mmu_Neurobl-N1E-noFBS,mmu_Neurobl-N1E-norm,mmu_Neurobl-N2A,mmu_Neurobl-N2A-RA,mmu_Neurobl-N2A-TPA,mmu_Ovary,mmu_Placenta,mmu_Podocytes-K8-diff,mmu_Podocytes-K8-undiff,mmu_Skin,mmu_Small-intestine,mmu_Spermatogonia-C18,mmu_Spinal-Cord,mmu_Spleen,mmu_T-cell-CD8-conA,mmu_T-cell-CD8-ctrl,mmu_T-cell-CD8-polyIC,mmu_Teratocarcinoma-F9,mmu_Teratocarcinoma-P19,mmu_Testis,mmu_Thymus
mmu-miR-223	28.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00615,0.01436,0.00000,0.00186,0.00058,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00086,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
mmu-miR-224	3.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00113,0.00089,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00033,0.00000
mmu-miR-23a	184.000	0.00116,0.00760,0.00538,0.00000,0.00000,0.00000,0.00328,0.00446,0.00000,0.00098,0.00109,0.00226,0.00267,0.00000,0.00000,0.00000,0.00000,0.00000,0.00455,0.00000,0.00000,0.00000,0.00000,0.00000,0.00410,0.00718,0.00000,0.00248,0.00000,0.00597,0.00478,0.01754,0.00139,0.00673,0.00977,0.00601,0.00478,0.00560,0.00540,0.00769,0.01587,0.00277,0.01802,0.01262,0.00000,0.01361,0.00000,0.00357,0.00960,0.00000,0.00431,0.00401,0.00082,0.00262,0.01577,0.00673,0.02866,0.00000,0.00320,0.00000,0.00000,0.00111,0.00189,0.00000,0.00381,0.00185,0.00472,0.00000
mmu-miR-23b	225.000	0.00809,0.01267,0.01480,0.00000,0.00000,0.02326,0.00000,0.00446,0.00339,0.00000,0.00000,0.00113,0.00178,0.00359,0.00306,0.00000,0.00064,0.00250,0.00455,0.00000,0.00000,0.00000,0.00000,0.01053,0.00273,0.00205,0.00000,0.00062,0.00116,0.00299,0.00399,0.00000,0.00558,0.00404,0.00217,0.00944,0.01276,0.00187,0.00648,0.04320,0.00000,0.00277,0.00000,0.00797,0.00000,0.00000,0.00000,0.02071,0.00960,0.00302,0.01293,0.00401,0.00247,0.00000,0.01239,0.00673,0.00318,0.00000,0.00534,0.00000,0.00000,0.00037,0.00000,0.00000,0.00286,0.00277,0.00407,0.00000
mmu-miR-24	743.000	0.03931,0.06084,0.02961,0.03896,0.02222,0.00000,0.00656,0.00893,0.00678,0.00295,0.00435,0.00451,0.00622,0.00957,0.00306,0.00353,0.00451,0.00250,0.01818,0.00493,0.00446,0.00000,0.03571,0.01053,0.01844,0.02051,0.00430,0.00868,0.01159,0.00896,0.02711,0.00000,0.01534,0.01077,0.01846,0.02489,0.03987,0.01681,0.03456,0.04497,0.00794,0.02766,0.00000,0.01860,0.00000,0.02041,0.00952,0.01571,0.02332,0.03771,0.03017,0.02806,0.00329,0.00919,0.02815,0.02961,0.01911,0.00000,0.03095,0.00000,0.00000,0.00370,0.00094,0.00229,0.01429,0.00462,0.00618,0.00000
mmu-miR-25	169.000	0.00000,0.00380,0.00135,0.00000,0.00000,0.00930,0.00328,0.00000,0.00678,0.00393,0.00109,0.00339,0.00178,0.00478,0.00000,0.00353,0.00258,0.01373,0.00303,0.00000,0.00000,0.00000,0.00000,0.00000,0.00068,0.00000,0.00322,0.00372,0.00638,0.00299,0.00239,0.00000,0.00418,0.00942,0.00217,0.00172,0.00000,0.00000,0.00000,0.00000,0.00000,0.00277,0.01802,0.01262,0.00000,0.00000,0.00000,0.00429,0.00274,0.00000,0.00000,0.00401,0.00000,0.00131,0.01014,0.01884,0.00000,0.00000,0.00854,0.00000,0.00000,0.00000,0.00283,0.00000,0.00190,0.01109,0.00293,0.00000
mmu-miR-26a	599.999	0.00231,0.00000,0.00269,0.03896,0.06667,0.01860,0.01967,0.01339,0.02373,0.00393,0.00326,0.01242,0.00844,0.00299,0.00153,0.01060,0.00000,0.00499,0.04545,0.00493,0.00268,0.03261,0.00000,0.04211,0.00342,0.00000,0.00859,0.00744,0.02493,0.00299,0.00558,0.03509,0.00697,0.00538,0.00869,0.00644,0.00319,0.00794,0.00432,0.04142,0.03175,0.00277,0.04505,0.02525,0.02000,0.04762,0.03810,0.00714,0.00000,0.00302,0.00000,0.00200,0.01479,0.01050,0.03266,0.02355,0.04459,0.00000,0.00374,0.00000,0.00000,0.01815,0.02830,0.02291,0.00095,0.00555,0.03561,0.00000
mmu-miR-26b	234.000	0.00116,0.00380,0.00135,0.00000,0.00000,0.00000,0.02623,0.00000,0.00000,0.00000,0.00109,0.00113,0.00044,0.00179,0.00000,0.00471,0.00902,0.00375,0.02424,0.00000,0.00089,0.01087,0.00000,0.00000,0.00273,0.00103,0.00322,0.00310,0.00870,0.00000,0.00080,0.00000,0.00000,0.00269,0.00326,0.00300,0.00478,0.00327,0.00000,0.00710,0.00794,0.00968,0.02703,0.01395,0.02000,0.00680,0.00000,0.00286,0.00274,0.00000,0.00216,0.00200,0.00000,0.00131,0.00563,0.00471,0.00637,0.00000,0.00374,0.00000,0.00000,0.00778,0.01698,0.00802,0.00095,0.00185,0.01382,0.00000
mmu-miR-27a	733.500	0.03584,0.03042,0.02221,0.01299,0.02222,0.00465,0.01639,0.02232,0.00678,0.00098,0.00000,0.00339,0.00267,0.00239,0.00000,0.00000,0.00000,0.00000,0.01212,0.00296,0.00357,0.01087,0.00000,0.01053,0.00854,0.02564,0.00537,0.00558,0.00290,0.02388,0.02472,0.00000,0.04742,0.04913,0.03257,0.02403,0.02632,0.02288,0.02322,0.00828,0.02381,0.10235,0.00000,0.00831,0.00000,0.04762,0.00952,0.03786,0.03224,0.00754,0.01940,0.03908,0.01602,0.01640,0.00788,0.01077,0.08280,0.00000,0.02401,0.00000,0.04348,0.00519,0.00094,0.00401,0.02619,0.00277,0.00780,0.00000
mmu-miR-27b	421.500	0.02890,0.02662,0.01817,0.00000,0.00000,0.00465,0.00000,0.00446,0.00000,0.00196,0.00218,0.00226,0.00444,0.00359,0.00000,0.00707,0.00129,0.00125,0.04242,0.00000,0.00000,0.01087,0.00000,0.00000,0.00786,0.00923,0.00430,0.00062,0.00754,0.00896,0.01196,0.00000,0.00558,0.01413,0.00543,0.01116,0.02153,0.01261,0.03618,0.01183,0.00000,0.00415,0.00901,0.00432,0.00000,0.02041,0.00952,0.02071,0.02126,0.00452,0.01293,0.03307,0.00452,0.00328,0.01239,0.01077,0.01911,0.00000,0.02828,0.00000,0.00000,0.00000,0.00000,0.00057,0.00143,0.01017,0.00715,0.04348
mmu-miR-28	248.000	0.00231,0.00253,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00688,0.00109,0.00451,0.00711,0.00837,0.00000,0.01767,0.00000,0.00125,0.00000,0.00197,0.00089,0.00000,0.00000,0.00000,0.00273,0.00103,0.00752,0.00806,0.00986,0.00000,0.00159,0.00000,0.01813,0.00404,0.00217,0.00172,0.00478,0.00467,0.01080,0.00000,0.00000,0.01798,0.00000,0.01860,0.00000,0.00000,0.00000,0.01000,0.00274,0.00754,0.00647,0.00200,0.00000,0.00787,0.01126,0.02423,0.00637,0.00000,0.00961,0.00000,0.00000,0.00074,0.00283,0.00229,0.00286,0.00092,0.00033,0.00000
mmu-miR-290-3p	4.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00299,0.00159,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00092,0.00000,0.00000
mmu-miR-290-5p	16.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00299,0.00319,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01048,0.00000,0.00000,0.00000
mmu-miR-291a-3p	111.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00107,0.00000,0.00000,0.01791,0.02392,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00262,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06286,0.00555,0.00000,0.00000
mmu-miR-291a-5p	31.500	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03881,0.00917,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00131,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00571,0.00000,0.00000,0.00000
mmu-miR-291b-3p	10.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00095,0.00092,0.00000,0.00000
mmu-miR-291b-5p	35.500	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00299,0.02432,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00131,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00286,0.00000,0.00000,0.00000
mmu-miR-292-3p	49.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01791,0.01754,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01810,0.00185,0.00000,0.00000
mmu-miR-292-5p	16.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01194,0.00638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00286,0.00092,0.00000,0.00000
mmu-miR-293	103.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02687,0.01754,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05714,0.01109,0.00000,0.00000
mmu-miR-294	131.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03582,0.02711,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00131,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06571,0.01386,0.00000,0.00000
mmu-miR-295	91.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02687,0.01515,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00262,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05048,0.00739,0.00000,0.00000
mmu-miR-296-3p	13.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00089,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00058,0.00000,0.00080,0.00000,0.00000,0.00000,0.00000,0.00086,0.00000,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00143,0.00137,0.00151,0.00000,0.00802,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00033,0.00000
mmu-miR-296-5p	12.000	0.00000,0.00000,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00129,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00239,0.00000,0.00000,0.00000,0.00000,0.00086,0.00000,0.00093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00143,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00095,0.00185,0.00000,0.00000
mmu-miR-297a	22.499	0.00116,0.00000,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00448,0.00080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00069,0.00302,0.01185,0.01202,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00381,0.00000,0.00000,0.00000
mmu-miR-297b	0.250	0.00000,0.00032,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
mmu-miR-297c	16.000	0.00116,0.00127,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00151,0.00431,0.01002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00190,0.00000,0.00065,0.00000
mmu-miR-298	61.000	0.00694,0.00380,0.00269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00099,0.00178,0.00000,0.00000,0.00000,0.00000,0.00000,0.00322,0.00124,0.00580,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00093,0.00216,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00429,0.00137,0.00905,0.01293,0.01804,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00107,0.00000,0.00000,0.00000,0.00000,0.00000,0.00095,0.00185,0.00000,0.00000
mmu-miR-299	14.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00303,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00107,0.00124,0.00116,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00172,0.00000,0.00373,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00095,0.00092,0.00000,0.00000
mmu-miR-29a	404.000	0.00347,0.00380,0.00538,0.00000,0.00000,0.00930,0.01311,0.00893,0.03051,0.00491,0.00435,0.00000,0.00978,0.00120,0.00306,0.00942,0.00515,0.01748,0.02727,0.00000,0.00178,0.01087,0.03571,0.01053,0.01161,0.01231,0.00000,0.00124,0.00000,0.00000,0.01116,0.00000,0.01395,0.01750,0.04126,0.00944,0.01435,0.00747,0.02376,0.00473,0.00794,0.00415,0.03604,0.00664,0.04000,0.01361,0.00000,0.00429,0.00412,0.00151,0.00216,0.00601,0.00740,0.00131,0.01351,0.00942,0.01911,0.00000,0.00213,0.00000,0.00000,0.02519,0.01038,0.01489,0.00000,0.00000,0.00748,0.00000
mmu-miR-29b	1091.500	0.01272,0.00760,0.01211,0.01299,0.00000,0.00930,0.00328,0.00000,0.00678,0.00933,0.01088,0.01129,0.01778,0.01555,0.00765,0.02356,0.01031,0.03246,0.02273,0.00099,0.00089,0.00000,0.10714,0.06316,0.06694,0.05744,0.00859,0.00744,0.00000,0.00000,0.02791,0.00000,0.04881,0.06057,0.10858,0.01717,0.06061,0.00934,0.04428,0.00947,0.01587,0.02905,0.01802,0.01927,0.00000,0.01361,0.02857,0.01571,0.01097,0.01357,0.01293,0.02405,0.00411,0.01181,0.02140,0.01346,0.00637,0.00000,0.01601,0.00000,0.00000,0.08407,0.03443,0.06071,0.00095,0.00555,0.01024,0.00000
mmu-miR-29c	56.500	0.00000,0.00127,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00118,0.00000,0.00000,0.01364,0.00000,0.00000,0.00000,0.00000,0.04211,0.00273,0.00103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00217,0.00000,0.00159,0.00000,0.00216,0.00355,0.00794,0.00000,0.00901,0.00000,0.00000,0.01361,0.00952,0.00000,0.00000,0.00151,0.00000,0.00000,0.00164,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00556,0.00425,0.00344,0.00000,0.00000,0.00276,0.00000
mmu-miR-300	56.500	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00322,0.00062,0.00174,0.00597,0.00000,0.00000,0.00070,0.00000,0.00000,0.00687,0.00797,0.00560,0.00864,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00952,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00131,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00571,0.00647,0.00000,0.00000
mmu-miR-301a	48.000	0.00231,0.00127,0.00135,0.00000,0.00000,0.00000,0.00000,0.00446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00118,0.00064,0.00125,0.00303,0.00000,0.00089,0.00000,0.00000,0.00000,0.00068,0.00000,0.00107,0.00248,0.00290,0.00000,0.00159,0.00000,0.00139,0.00000,0.00000,0.00000,0.00319,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00133,0.00000,0.00000,0.00000,0.00143,0.00137,0.00000,0.00000,0.00200,0.00082,0.00131,0.00000,0.00135,0.00000,0.00000,0.00427,0.00000,0.00000,0.00074,0.00000,0.00000,0.00190,0.00277,0.00130,0.00000
mmu-miR-301b	27.000	0.00000,0.00127,0.00135,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00098,0.00000,0.00113,0.00089,0.00000,0.00000,0.00118,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00068,0.00000,0.00215,0.00000,0.00058,0.00000,0.00080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00216,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00286,0.00274,0.00302,0.00647,0.00200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00190,0.00185,0.00000,0.00000
mmu-miR-302a	183.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00107,0.00062,0.00000,0.00000,0.00877,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15712,0.00000,0.00000
